"the	the"
"way	way"
"u	you"
"are	are"
",	,"
"your	your"
"fun	fun"
"personality	personality"
"and	and"
"how	how"
"u	you"
"arent	aren't"
"afraid	afraid"
"to	to"
"express	express"
"yourself	yourself"
"so	so"
"openly	openly"
"on	on"
"youtube	youtube"
""
"#amazon	#amazon"
"usa	usa"
":	:"
"spalding	spalding"
"nba	nba"
"street	street"
"#basketball	#basketball"
"by	by"
"spalding	spalding"
"http://t.co/eybuqyi0ms	http://t.co/eybuqyi0ms"
""
"@graemeforsyth	@graemeforsyth"
"haha	haha"
"im	i'm"
"ony	only"
"doing	doing"
"this	this"
"to	to"
"piss	piss"
"off	off"
"everyone	everyone"
"on	on"
"my	my"
"tl	timeline"
""
"rt	rt"
"@sebyul	@sebyul"
":	:"
"<	<"
"haru	haru"
"hana	hana"
">	>"
"q	q"
":	:"
"something	something"
"you	you"
"can't	can't"
"do	do"
"despite	despite"
"being	being"
"the	the"
"golden	golden"
"maknae	maknae"
"?	?"
"jeongguk	jeongguk"
":	:"
"i	i"
"can't	can't"
"talk	talk"
".	."
"and	and"
"studying	studying"
"(	("
"laughs	laughs"
")	)"
""
"#2	#2"
":	:"
"dremel	dremel"
"sm844	sm844"
"crown	crown"
"molding	molding"
"guide	guide"
":	:"
"dremel	dremel"
"sm844	sm844"
"crown	crown"
"molding	molding"
"guide	guide"
"by	by"
"dremel	dremel"
"(	("
"1)buy	1)buy"
"new	new"
":	:"
"$26.99	$26.99"
"$22.26	$22.26"
"4	4"
"...	..."
"http://t.co/jlixvido8d	http://t.co/jlixvido8d"
""
"conor	conor"
"keelan	keelan"
"(	("
"ff	ff"
")	)"
"polling	polling"
"sixth	sixth"
"with	with"
"737	737"
"first	first"
"preference	preference"
"votes	votes"
"in	in"
"dundalk-carlingford	dundalk-carlingford"
"#le14	#le14"
"#louth	#louth"
""
"rt	rt"
"@plssmalik	@plssmalik"
":	:"
"#1dnewsongiwillsurvive	#1dnewsongiwillsurvive"
"eu	eu"
"amo	amo"
"vcs	vcs"
",	,"
"eu	eu"
"amo	amo"
"esse	esse"
"fandom	fandom"
",	,"
"mim	mim"
"beiji	beiji"
"directionas	directionas"
""
"investissement	investissement"
"a	a"
"cape	cape"
"coral	coral"
"|	|"
"murs	murs"
"'	'"
"chinois	chinois"
"'	'"
"|	|"
"chinese	chinese"
"drywall	drywall"
":	:"
"http://t.co/ffsbrpb2x3	http://t.co/ffsbrpb2x3"
"via	via"
"@youtube	@youtube"
""
"@creatiinggfx	@creatiinggfx"
"@scorestreakshq1	@scorestreakshq1"
"ight	alright"
"like	like"
"10$	10$"
"of	of"
"what	what"
"nigga	nigger"
"<3	<3"
""
"@jpaulinel	@jpaulinel"
"heheheh	heheheh"
"miss	miss"
"youu	you"
"ate	ate"
"jean	jean"
"!!	!!"
""
"u	you"
"got	got"
"me	me"
"feelin	feeling"
"brand	brand"
"new	new"
"wolfnsheepclothing140	wolfnsheepclothing140"
"http://t.co/azde27cbhd	http://t.co/azde27cbhd"
""
"rt	rt"
"@dxoxoluhandeer	@dxoxoluhandeer"
":	:"
"im	i'm"
"eating	eating"
"cadbury	cadbury"
"right	right"
"now	now"
"haha	haha"
"xd	xd"
""
"galeris	galeris"
"usa	use"
"a	a"
"tag	tag"
"n	and"
"custa	custand"
"nd	nd"
"#wmajustinbieber	#wmajustinbieber"
""
"rt	rt"
"@mentalbreakdawn	@mentalbreakdawn"
":	:"
"taeminho	taeminho"
"lighstick	lighstick"
"has	has"
"arrived	arrived"
"^^	^^"
"thanku	thank you"
"@2minshipperindo	@2minshipperindo"
"@tmncy95	@tmncy95"
"@minflames	@minflames"
"http://t.co/h031oliqsv	http://t.co/h031oliqsv"
""
"""	"""
"@imgooby	@imgooby"
":	:"
"zoom	zoom"
"in	in"
"2	to"
"c	see"
"an	an"
"sekret	secret"
"mesage	message"
"http://t.co/wahejeh987	http://t.co/wahejeh987"
"""	"""
"@emilydavison196	@emilydavison196"
"@carolinemckiben	@carolinemckiben"
"you	you"
"will	will"
"appreciate	appreciate"
"this	this"
"!	!"
"#urafegit	#urafegit"
""
"you	you"
"kno	know"
"dat	that"
"that	that"
"aint	ain't"
"a	a"
"bad	bad"
"bitch	bitch"
",	,"
"dats	that's"
"a	a"
"knock	knock"
"off	off"
""
"#job	#job"
"#omaha	#omaha"
"receptionist	receptionist"
"florence	florence"
"clinic	clinic"
"ft	ft"
":	:"
"omaha	omaha"
"alegent	alegent"
"creighton	creighton"
"health	health"
"is	is"
"the	the"
"largest	largest"
"not-for-profit	not-for-profit"
",	,"
"fai	fai"
"...	..."
"http://t.co/2mehl04rr8	http://t.co/2mehl04rr8"
""
"srk	srk"
"with	with"
"salmann	salmann"
"khann	khann"
".	."
"auchhh	ouch"
"!	!"
"shoo	so"
"handsome	handsome"
""
"southbound	southbound"
"between	between"
"a47	a47"
"near	near"
"hinckley	hinckley"
"(	("
"west	west"
")	)"
"and	and"
"a47	a47"
"near	near"
"hinckley	hinckley"
"(	("
"east	east"
")	)"
"so	so"
"-	-"
"so	so"
".	."
"on	on"
"the	the"
"a5	a5"
"from	from"
"cannock	cannock"
"towards	towards"
"har-	har-"
"http://t.co/xcwo5xdivj	http://t.co/xcwo5xdivj"
""
"rt	rt"
"@1dalert	@1dalert"
":	:"
"guys	guys"
"that	that"
"picture	picture"
"of	of"
"zayn	zayn"
"is	is"
"old	old"
"!!	!!"
"and	and"
"also	also"
"you	you"
"can	can"
"see	see"
"niall	niall"
"standing	standing"
"next	next"
"to	to"
"him	him"
"like	like"
"he	he"
"wouldn't	wouldn't"
"be	be"
"in	in"
"the	the"
"crowd	crowd"
"haha	haha"
""
"im	i'm"
"in	in"
"a	a"
"good	good"
"mood	mood"
"right	right"
"now	now"
"just	just"
"cus	because"
"this	this"
"music	music"
".	."
""
"lol	lol"
"rt	rt"
"@fanzorro	@fanzorro"
":	:"
"wait	wait"
"..	.."
"how	how"
",	,"
"infact	in fact"
",	,"
"why	why"
"do	do"
"you	you"
"know	know"
"this	this"
"??	??"
"rt	rt"
"@yung_btee	@yung_btee"
":	:"
"most	most"
"zulu	zulu"
"nikkas	nikkas"
"got	got"
"fore	fore"
"skin	skin"
"and	and"
"they	they"
"smell	smell"
"...	..."
""
"rt	rt"
"@_1dslovakia	@_1dslovakia"
":	:"
"#new	#new"
"|	|"
"niall	niall"
"on	on"
"stage	stage"
"at	at"
"croke	croke"
"park	park"
",	,"
"dublin	dublin"
"-	-"
"24.05.2014	24.05.2014"
"(	("
"30	30"
")	)"
"http://t.co/ejy8zdiui8	http://t.co/ejy8zdiui8"
""
"rt	rt"
"@horantitties	@horantitties"
":	:"
"harrys	harrys"
"reaction	reaction"
"when	when"
"they	they"
"let	let"
"him	him"
"play	play"
"hes	he's"
"so	so"
"cute	cute"
"omg	omg"
"#teamniall	#teamniall"
"http://t.co/cljucr0rrh	http://t.co/cljucr0rrh"
""
"they	they"
"expect	expect"
"me	me"
"to	to"
"drive	drive"
"to	to"
"california	california"
"for	for"
"court	court"
"just	just"
"for	for"
"a	a"
"back	back"
"seatbelt	seatbelt"
"ticket	ticket"
"?	?"
"fuhh	fuck"
"thattt	that"
""
"@vilde_hr	@vilde_hr"
"i	i"
"literally	literally"
"love	love"
"you	you"
"omfg	omfg"
"u	you"
"just	just"
"made	made"
"my	my"
"whole	whole"
"day	day"
"complete	complete"
""
"g	g"
"ill	i'll"
"stay	stay"
"home	home"
"b4	before"
"i	i"
"go	go"
"to	to"
"a	a"
"party	party"
"in	in"
"be	be"
"with	with"
"a	a"
"bunch	bunch"
"of	of"
"fake	fake"
"mtfs	mtfs"
""
"0r	0r"
"0h	0h"
"0e	0e"
"(	("
"pss	pss"
")	)"
"|	|"
"cbs	cbs"
"0	0"
",	,"
"pss	pss"
"0	0"
"|	|"
"end	end"
"1st	1st"
"recap	recap"
"|	|"
"http://t.co/qkkmsjop1o	http://t.co/qkkmsjop1o"
""
"@arse2mouse	@arse2mouse"
"their	their"
"number	number"
"8(cb	8(cb"
")	)"
"havard	havard"
"nordtveit	nordtveit"
"was	was"
"an	an"
"arsenal	arsenal"
"youth	youth"
"&	&"
"reserve	reserve"
"player	player"
"!	!"
"lol	lol"
".	."
""
"rt	rt"
"@bbcsporf	@bbcsporf"
":	:"
"exclusive	exclusive"
":	:"
"footage	footage"
"of	of"
"vincent	vincent"
"kompany	kompany"
"going	going"
"up	up"
"to	to"
"yaya	yaya"
"toure	toure"
"after	after"
"telling	telling"
"him	him"
"he	he"
"was	was"
"leaving	leaving"
".	."
"https://t.co/wxa0klstoh	https://t.co/wxa0klstoh"
""
"now	now"
"streaming	streaming"
"shakira	shakira"
"feat	feat"
"residente	residente"
"of	of"
"calle	calle"
"-	-"
"gordita	gordita"
"on	on"
"http://t.co/a2v5jttvzj	http://t.co/a2v5jttvzj"
"ct/ma's	ct/ma's"
"#1	#1"
"nightlife	nightlife"
"website	website"
""
"@safiasharif_xox	@safiasharif_xox"
"wtf	wtf"
"i've	i've"
"only	only"
"just	just"
"seen	seen"
"this	this"
"omg	omg"
""
"weaver	weaver"
"has	has"
"more	more"
"blocks	blocks"
"than	than"
"lundquist	lundquist"
"has	has"
"saves	saves"
".	."
"ha	ha"
"!	!"
"love	love"
"rds	rds"
".	."
""
"john	john"
"mayer	mayer"
"""	"""
"xo	xo"
"(	("
"beyonce	beyonce"
"cover	cover"
")	)"
"""	"""
"(	("
"new	new"
"music	music"
")	)"
"-	-"
"http://t.co/dpwsakocj2	http://t.co/dpwsakocj2"
""
"adore	adore"
"you	you"
"(	("
"remix	remix"
")	)"
"-	-"
"miley	miley"
"cyrus	cyrus"
"&	&"
"cedric	cedric"
"gervais	gervais"
""
"rt	rt"
"@bootygangcult	@bootygangcult"
":	:"
"mom	mom"
":	:"
"let's	let's"
"watch	watch"
"blues	blues"
"clues	clues"
"son	son"
":	:"
"u	you"
"gon	gonna"
"have	have"
"to	to"
"kill	kill"
"me	me"
"first	first"
"http://t.co/pwarsyqezv	http://t.co/pwarsyqezv"
""
"rt	rt"
"@jason_om	@jason_om"
":	:"
"poll	poll"
"which	which"
"would	would"
"you	you"
"cut	cut"
"?	?"
"@qanda	@qanda"
"v	v"
"peppa	peppa"
"pig	pig"
"via	via"
"@theheraldsun	@theheraldsun"
"#auspol	#auspol"
"#abc	#abc"
"http://t.co/chaadb09aq	http://t.co/chaadb09aq"
""
"eeak	eeak"
"meen	meen"
"lyshaa	lyshaa"
":d	:d"
"rt	rt"
"""	"""
"@alyshays	@alyshays"
":	:"
"keep	keep"
"save	save"
"this	this"
"relationship	relationship"
":)	:)"
"""	"""
""
"seeing	seeing"
"oll	old"
"dogg	dog"
"again	again"
"was	was"
"good'o	good"
""
"rt	rt"
"@5sos_daily	@5sos_daily"
":	:"
"luke	luke"
"today	today"
"(	("
"via	via"
"kylie	kylie"
"g	g"
",	,"
"stylist	stylist"
")	)"
"http://t.co/5glsteqxcf	http://t.co/5glsteqxcf"
""
"rt	rt"
"@lyeolnam	@lyeolnam"
":	:"
"[	["
"pls	please"
"rt	rt"
"]	]"
"have	have"
"sungjong	sungjong"
"last	last"
"romeo	romeo"
"card	card"
",	,"
"want	want"
"seongyeol	seongyeol"
"or	or"
"myungsoo	myungsoo"
"card	card"
"(	("
"sg	sg"
"only	only"
")	)"
""
"rt	rt"
"@hemmings_taco	@hemmings_taco"
":	:"
"rt	rt"
"for	for"
"a	a"
"dm	direct message"
"to	to"
"luke	luke"
"hemmings	hemmings"
"(	("
"mbf	mbf"
"bc	because"
"i	i"
"actually	actually"
"do	do"
"them	them"
")	)"
"http://t.co/pvxsqk1cva	http://t.co/pvxsqk1cva"
""
"""	"""
"@pragarassongs	@pragarassongs"
":	:"
"""	"""
"christian	christian"
"pace	pace"
"""	"""
"pt	pt"
".	."
"26	26"
"amore	amore"
"hai	hai"
"vinto	vinto"
"tu	tu"
".	."
"#amici13	#amici13"
"http://t.co/nviyl66x8m	http://t.co/nviyl66x8m"
"""	"""
""
"@markennis	@markennis"
"dan	dan"
"is	is"
"a	a"
"kcu	kcu"
"alum	alum"
";	;"
"has	has"
"other	other"
"""	"""
"funny	funny"
"""	"""
"songs	songs"
"like	like"
"this	this"
".	."
"calls	calls"
"himself	himself"
"whiteboy	white boy"
"dj	dj"
".	."
"lol	lol"
""
"@miketokes	@miketokes"
"sorry	sorry"
"bout	about"
"the	the"
"wait	wait"
"homie	homie"
"but	but"
"check	check"
"your	your"
"dms	direct messages"
"when	when"
"you	you"
"get	get"
"the	the"
"chance	chance"
"!	!"
""
"guess	guess"
"who	who"
"i'm	i'm"
"cosplaying	cosplaying"
"(	("
"it's	it's"
"shit	shit"
"but	but"
"still	still"
")	)"
"as	as"
"at	at"
"comicon	comicon"
"???	???"
""
"@tt_shake	@tt_shake"
"or	or"
"u	you"
"can	can"
"just	just"
"wear	wear"
"a	a"
"condom	condom"
"and	and"
"u	you"
"don't	don't"
"have	have"
"to	to"
"worry	worry"
"about	about"
"pullin	pulling"
"out	out"
""
"@mika90628	@mika90628"
"woah	wow"
"!!!!	!!!!"
"i	i"
"know	know"
"this	this"
"song	song"
",	,"
"oppa	oppa"
".	."
"one	one"
"of	of"
"my	my"
"favourite	favorite"
"songs	songs"
",	,"
"""	"""
"asu	asu"
"wa	wa"
"kuru	kuru"
"kara	kara"
"""	"""
".	."
""
"@ashley_twt	@ashley_twt"
"jimin	jimin"
":	:"
"is	is"
"it	it"
"okay	okay"
"if	if"
"i	i"
"asked	asked"
"for	for"
"2	2"
"angpaos	angpaos"
"jungkook	jungkook"
":	:"
"does	does"
"this	this"
"look	look"
"make	make"
"aunty	aunty"
"and	and"
"uncle	uncle"
"happy	happy"
"for	for"
"bigger	bigger"
"angpao	angpao"
""
"alpukat	alpukat"
"madu	madu"
"..	.."
"yummy	yummy"
"..	.."
"manis	manis"
"banget	banget"
"..	.."
"i	i"
"like	like"
"this	this"
""
"to	to"
"wrap	wrap"
"up	up"
"our	our"
"month	month"
"of	of"
"moscato	moscato"
",	,"
"host	host"
"a	a"
"moscato	moscato"
"tasting	tasting"
"party	party"
"!	!"
"#socialhour	#socialhour"
"http://t.co/gd2czn6cki	http://t.co/gd2czn6cki"
"http://t.co/yonfydyojb	http://t.co/yonfydyojb"
""
"@minquannn	@minquannn"
"haha	haha"
"mq	mq"
"pls	please"
"as	as"
"easy	easy"
"as	as"
"doto	doto"
"for	for"
"me	me"
"#feedforlife	#feedforlife"
""
"rt	rt"
"@greatamerrest	@greatamerrest"
":	:"
"now	now"
"on	on"
"tap	tap"
"@sweetwater_gar	@sweetwater_gar"
"centreville	centreville"
".	."
"chipotle	chipotle"
"porter	porter"
".	."
""
"rt	rt"
"@thevampsrob	@thevampsrob"
":	:"
"yall	y'all"
"so	so"
"worried	worried"
"about	about"
"the	the"
"fact	fact"
"zayn	zayn"
"was	was"
"smoking	smoking"
"weed	weed"
"he	he"
"wasnt	wasn't"
"even	even"
"wearing	wearing"
"a	a"
"seat	seat"
"belt	belt"
""
"rt	rt"
"@bhadoosky	@bhadoosky"
":	:"
"eminado	eminado"
"means	means"
"goodluck	good luck"
",	,"
"surulere	surulere"
"means	means"
"patience	patience"
",	,"
"@donjazzy	@donjazzy"
"must	must"
"be	be"
"related	related"
"to	to"
"our	our"
"president	president"
".	."
""
"rt	rt"
"@worldstarfunny	@worldstarfunny"
":	:"
"this	this"
"lil	little"
"nigga	nigger"
"did	did"
"10	10"
"years	years"
"in	in"
"timeout	timeout"
"http://t.co/bswqzqespg	http://t.co/bswqzqespg"
""
"omg	omg"
"this	this"
"mango	mango"
"is	is"
"some	some"
"fuckn	fucking"
"kill	kill"
""
"real	real"
"bjp	bjp"
"supporters	supporters"
"would	would"
"be	be"
"delighted	delighted"
":	:"
"https://t.co/k06cqv8mqc	https://t.co/k06cqv8mqc"
"shourie	shourie"
"ji	ji"
"putting	putting"
"@swapan55	@swapan55"
"in	in"
"his	his"
"place	place"
".	."
"@sarkar_swati	@sarkar_swati"
"@sandeepweb	@sandeepweb"
""
"@lisyopenmind	@lisyopenmind"
"@potteralda	@potteralda"
"@purrlcat	@purrlcat"
"angy	angy"
"knows	knows"
",	,"
"she's	she's"
"met	met"
"my	my"
"jake	jake"
".	."
"a	a"
"badboy	badboy"
"with	with"
"a	a"
"temper	temper"
"....	...."
"raaaaar	raaaaar"
"!	!"
""
"""	"""
"i	i"
"just	just"
"got	got"
"4	4"
"sugar	sugar"
"daddies	daddies"
"online	online"
"""	"""
"-me	-me"
"""	"""
"u	you"
"go	go"
"gurl	girl"
"!	!"
"""	"""
"-dad	-dad"
""
"rt	rt"
"@bradieboolove	@bradieboolove"
":	:"
"this	this"
"graduation	graduation"
"rehersal	rehearsal"
"is	is"
"takin	taking"
"forever	forever"
"!	!"
"thank	thank"
"goodness	goodness"
"im	i'm"
"textin	texting"
"@onlyonesnacks	@onlyonesnacks"
"so	so"
"i	i"
"have	have"
"some	some"
"of	of"
"my	my"
"sanity	sanity"
"!!!	!!!"
""
"@coelasquid	@coelasquid"
"i	i"
"believe	believe"
"the	the"
"term	term"
"for	for"
"male	male"
"ballerina	ballerina"
"is	is"
"""	"""
"ballerino	ballerino"
".	."
"""	"""
"like	like"
"the	the"
"pokemon	pokemon"
".	."
""
"lol	lol"
"dafuq	the fuck"
"....	...."
"smh	smh"
"""	"""
"@juju_elihle	@juju_elihle"
":	:"
"lol	lol"
"1	1"
"glass	glass"
"of	of"
"wine	wine"
"and	and"
"@sazzie_twitt	@sazzie_twitt"
"is	is"
"drunk	drunk"
":	:"
"""""""""	"""""""""
"d	d"
"""	"""
""
"rt	rt"
"@averydunn_	@averydunn_"
":	:"
"does	does"
"k	k"
"dolla	dolla"
"sign	sign"
"want	want"
"in	in"
"the	the"
"gm	gm"
"or	or"
"nah	nah"
"...?	...?"
""
"@niggeerrich	@niggeerrich"
"are	are"
"u	you"
"home	home"
"niggah	nigger"
"?	?"
""
"@dilipkpandey	@dilipkpandey"
"@arvindkejriwal	@arvindkejriwal"
"next	next"
"time	time"
"try	try"
"to	to"
"fight	fight"
"the	the"
"elction	elction"
"with	with"
"winning	winning"
"spirite	spirit"
"not	not"
"with	with"
"spirite	spirit"
"to	to"
"defeat	defeat"
"others	others"
".	."
""
"""	"""
"@tvvittergod	@tvvittergod"
":	:"
"lmao	lmao"
"her	her"
"titys	titys"
"really	really"
"do	do"
"look	look"
"like	like"
"krabby	krabby"
"patty	patty"
"buns	buns"
"http://t.co/otvftxstvr	http://t.co/otvftxstvr"
"""	"""
"like	like"
"they're	they're"
"allergic	allergic"
"to	to"
"her	her"
"face	face"
""
"rt	rt"
"@voodoochild42	@voodoochild42"
":	:"
"insecure	insecure"
"bfs	best friends"
"showin	showing"
"all	all"
"kinds	kinds"
"of	of"
"pda	pda"
"cuz	because"
"i	i"
"came	came"
"around	around"
"the	the"
"corner	corner"
""
"channing	channing"
"tatum	tatum"
"&	&"
"jonah	jonah"
"hill	hill"
"take	take"
"silly	silly"
"selfies	selfies"
"with	with"
"fans	fans"
"!	!"
"http://t.co/k2gqjaajao	http://t.co/k2gqjaajao"
"#fashion	#fashion"
""
"marwan	marwan"
"asmar	asmar"
"writes	writes"
"the	the"
"road	road"
"ahead	ahead"
"looks	looks"
"intractable	intractable"
"for	for"
"#libya	#libya"
":	:"
"http://t.co/d27xalsqdn	http://t.co/d27xalsqdn"
""
"@kb32904	@kb32904"
"ha	ha"
"!	!"
"labour	labor"
"v	v"
"weak	weak"
"round	round"
"lizard	lizard"
"point	point"
"now	now"
"you	you"
"mention	mention"
"it	it"
""
"u	u"
".	."
"o	o"
".	."
"e	e"
".	."
"n	n"
".	."
"o	o"
"dawwg	dawwg"
""
"@shaigoddess	@shaigoddess"
"yeah	yeah"
"i	i"
"know	know"
"it's	it's"
"a	a"
"guy	guy"
"haha	haha"
"i	i"
"was	was"
"just	just"
"saying	saying"
"(:	(:"
"do	do"
"you	you"
"needto	need to"
"talk	talk"
"?	?"
""
"enright	enright"
",	,"
"lonergan	lonergan"
"to	to"
"miss	miss"
"for	for"
"cats	cats"
"http://t.co/adbusqgfaw	http://t.co/adbusqgfaw"
""
"god	god"
"didn't	didn't"
"sleep	sleep"
"oh	oh"
".	."
"god	god"
"saw	saw"
"everything	everything"
"wat	what"
"u	you"
"did	did"
"to	to"
"me	me"
".	."
"just	just"
"wait	wait"
"and	and"
"see	see"
".	."
"sooner	sooner"
"or	or"
"later	later"
"ko	ko"
"kna	kna"
"blik	blik"
"jga	jga"
"tu	tu"
".	."
"wat	what"
"goes	goes"
"around	around"
"comes	comes"
"around	around"
""
"rt	rt"
"@natnatnatchiu	@natnatnatchiu"
":	:"
"new	new"
"method	method"
"of	of"
"ponning	ponning"
"school	school"
"hahhahaha	hahhahaha"
"http://t.co/xrvmh0dmhc	http://t.co/xrvmh0dmhc"
""
"rt	rt"
"@mmldn	@mmldn"
":	:"
"you	you"
"can	can"
"tell	tell"
"who	who"
"voted	voted"
"for	for"
"bnp	bnp"
",	,"
"they	they"
"all	all"
"wear	wear"
"umbro	umbro"
"trackies	trackies"
"&	&"
"screw	screw"
"face	face"
"you	you"
""
"""	"""
"@rawr_town	@rawr_town"
":	:"
"miss	miss"
"cute	cute"
"rawr	rawr"
"2014	2014"
"~	~"
"@rawr_iudanbo	@rawr_iudanbo"
"congratulation	congratulation"
"!!	!!"
"#rawr2ndyearsary	#rawr2ndyearsary"
"hey	hey"
"cutie	cutie"
"girl	girl"
"xd	xd"
"""	"""
"chukkaeee	chukkaeee"
"\m/	\m/"
""
"having	having"
"a	a"
"teacher	teacher"
"who	who"
"doesnt	doesn't"
"accept	accept"
"late	late"
"work	work"
"is	is"
"probably	probably"
"the	the"
"worst	worst"
"thing	thing"
"ever	ever"
"when	when"
"u	you"
"have	have"
"little	little"
"time	time"
"for	for"
"hw	hw"
"every	every"
"night	night"
""
"try	try"
"na	na"
"po	po"
"words	words"
"that	that"
"starts	starts"
"with	with"
"s	s"
"and	and"
"enda	enda"
"with	with"
"r	r"
"example	example"
":	:"
"saucer	saucer"
"admin	admin"
"ching	ching"
""
"niall	niall"
"zayn	zayn"
"louis	louis"
"harry	harry"
"liam	liam"
"http://t.co/rtb7prldxq	http://t.co/rtb7prldxq"
""
"lls	lls"
"can't	can't"
"have	have"
"my	my"
"niggas	niggers"
"fallin	falling"
"short	short"
"to	to"
"bitches	bitches"
"like	like"
"dat	that"
",	,"
"nah	no"
"neva	never"
"dat	that"
""
"rt	rt"
"@aygarde_	@aygarde_"
":	:"
"bro	bro"
"i	i"
"dont	don't"
"feel	feel"
"like	like"
"i	i"
"even	even"
"have	have"
"school	school"
"tmrw	tomorrow"
""
"@andyhspurs	@andyhspurs"
"@stespurs	@stespurs"
"@pipey78	@pipey78"
"why	why"
"you	you"
"going	going"
"on	on"
"about	about"
"benitez	benitez"
"?	?"
"why	why"
"on	on"
"earth	earth"
"leave	leave"
"napoli	napoli"
"now	now"
"?	?"
"poch	poch"
"will	will"
"get	get"
"time	time"
",	,"
"let's	let's"
"get	get"
"behind	behind"
"him	him"
""
"had	had"
"a	a"
"good	good"
"joint	joint"
"..	.."
"ahhhh	ahhhh"
"#getdrunk	#getdrunk"
"rt	rt"
"""	"""
"@raisrzk	@raisrzk"
":	:"
"@izzuddinzahidi	@izzuddinzahidi"
"kena	kena"
"tweet	tweet"
"kalau	kalau"
"hisap	hisap"
".	."
"""	"""
""
"rt	rt"
"@emmanuelshannon	@emmanuelshannon"
":	:"
"#argentinawantsbigbangconcert	#argentinawantsbigbangconcert"
"aca	aca"
"ayudando	ayudando"
"con	con"
"spam	spam"
"<3	<3"
""
"rahway	rahway"
",	,"
"nj	nj"
"-	-"
"paramedic	paramedic"
"-	-"
"robert	robert"
"wood	wood"
"johnson	johnson"
"university	university"
"hospital	hospital"
"rahway	rahway"
":	:"
"perform	perform"
"as	as"
"a	a"
"paramedic	paramedic"
"in	in"
